,Date,lake_mix_layer_temperature,lake_mix_layer_depth_min,lake_mix_layer_depth_max
0,2017-05-01,2.2957405647471205,5.024377677906104,5.024377677906104
1,2017-05-02,3.456957243736042,4.565995831780916,5.024377677906104
2,2017-05-03,4.390849953815859,4.793095368386729,5.024377677906104
3,2017-05-04,5.641653265008017,5.024377677906104,5.024377677906104
4,2017-05-05,7.091499467329527,5.018748253539486,5.024377677906104
5,2017-05-06,8.71457065936653,5.024377677906104,5.024377677906104
6,2017-05-07,8.958278489622217,5.024377677906104,5.024377677906104
7,2017-05-08,7.968534154460826,5.024377677906104,5.024377677906104
8,2017-05-09,8.244476369904305,4.899195754936656,5.024377677906104
9,2017-05-10,8.619331619861612,4.906558541356177,5.024377677906104
10,2017-05-11,9.22212343400713,4.834476294709382,5.024377677906104
11,2017-05-12,10.134417400180098,5.024377677906104,5.024377677906104
12,2017-05-13,10.443873101209306,5.024377677906104,5.024377677906104
13,2017-05-14,9.639820694295736,5.024377677906104,5.024377677906104
14,2017-05-15,9.282107499980611,4.596689875186282,5.024377677906104
15,2017-05-16,9.412965965365743,4.850514623695968,5.024377677906104
16,2017-05-17,8.825524386895381,5.024377677906104,5.024377677906104
17,2017-05-18,8.226238895422,5.024377677906104,5.024377677906104
18,2017-05-19,8.930123059973539,3.160853378818919,5.024377677906104
19,2017-05-20,9.896318982764456,4.254869714046193,4.964602156296566
20,2017-05-21,10.561223968035904,4.272086903874807,4.9881720962183245
21,2017-05-22,11.349805706268626,3.6538544383382945,4.96568932796199
22,2017-05-23,12.285404368673937,4.107151173621453,4.7678371833084885
23,2017-05-24,12.29143669177688,4.248576634687028,4.626771202030544
24,2017-05-25,9.773506545831026,4.640710867641571,5.024377677906104
25,2017-05-26,9.832563289788254,5.024377677906104,5.024377677906104
26,2017-05-27,10.78783097852238,5.024377677906104,5.024377677906104
27,2017-05-28,11.735379129894113,5.024377677906104,5.024377677906104
28,2017-05-29,12.162061686925654,5.024377677906104,5.024377677906104
29,2017-05-30,12.42572404129021,5.024377677906104,5.024377677906104
30,2017-05-31,12.968837601973917,5.024377677906104,5.024377677906104
31,2017-06-01,14.047635716960883,5.024377677906104,5.024377677906104
32,2017-06-02,14.924935344576738,4.441326203893436,5.024377677906104
33,2017-06-03,14.592571357465545,4.9743837905178765,5.024377677906104
34,2017-06-04,14.826926042733987,4.551322652757072,5.024377677906104
35,2017-06-05,14.94675148643205,4.69891603017883,5.024377677906104
36,2017-06-06,14.316615133953576,5.024377677906104,5.024377677906104
37,2017-06-07,14.288066204921904,5.024377677906104,5.024377677906104
38,2017-06-08,14.728030290902154,5.024377677906104,5.024377677906104
39,2017-06-09,15.385577704879267,5.024377677906104,5.024377677906104
40,2017-06-10,14.251441048225615,5.024377677906104,5.024377677906104
41,2017-06-11,12.449162147700122,5.024377677906104,5.024377677906104
42,2017-06-12,12.850188290273366,5.024377677906104,5.024377677906104
43,2017-06-13,13.983329646361142,5.024377677906104,5.024377677906104
44,2017-06-14,14.236984721381305,5.024377677906104,5.024377677906104
45,2017-06-15,14.206552343847022,5.024377677906104,5.024377677906104
46,2017-06-16,14.364533644106245,5.024377677906104,5.024377677906104
47,2017-06-17,14.18863244622844,5.024377677906104,5.024377677906104
48,2017-06-18,13.999289323983987,5.024377677906104,5.024377677906104
49,2017-06-19,14.322883956916826,5.024377677906104,5.024377677906104
50,2017-06-20,14.882008982628577,5.024377677906104,5.024377677906104
51,2017-06-21,14.994658050309795,5.024377677906104,5.024377677906104
52,2017-06-22,13.217212302164853,5.024377677906104,5.024377677906104
53,2017-06-23,12.091260056701742,5.024377677906104,5.024377677906104
54,2017-06-24,12.910271989393209,4.889240930048429,5.024377677906104
55,2017-06-25,13.929127031715723,4.824036827030545,5.024377677906104
56,2017-06-26,14.646367980684147,4.974603553464971,5.024377677906104
57,2017-06-27,15.198582116632565,4.82428569765275,5.024377677906104
58,2017-06-28,14.710195654515246,5.024377677906104,5.024377677906104
59,2017-06-29,14.08275188326661,5.024377677906104,5.024377677906104
60,2017-06-30,14.60668948950962,4.316838498975403,5.024377677906104
61,2017-07-01,15.675108595884637,3.9522503143628844,4.710064269746639
62,2017-07-02,16.46950325811912,2.3281351876862817,4.349896085599844
63,2017-07-03,17.255494837753815,4.013871262574507,4.84660109677719
64,2017-07-04,17.159607121580905,3.991199294429949,4.7117117641579656
65,2017-07-05,17.403136970531477,3.4571069299552843,4.2647328497578165
66,2017-07-06,17.822580084916865,3.478223092865119,3.97892895398658
67,2017-07-07,18.41147644073294,3.2989692972242852,4.319395608233973
68,2017-07-08,18.954014579064278,3.3934062383569232,4.164499115126669
69,2017-07-09,19.662623222491334,3.2163733583271163,4.077571954172869
70,2017-07-10,19.573201291216492,3.192457037071528,4.044447419895671
71,2017-07-11,18.908608000632626,3.0254794034090837,3.8284146213673544
72,2017-07-12,17.734237927106676,3.8318609701005886,4.258489253446341
73,2017-07-13,17.612262942242637,3.5317768489195154,4.24815020724664
74,2017-07-14,18.468080923702985,2.9445818973546873,4.171659603204167
75,2017-07-15,18.250050610970163,3.887998032321155,4.2692882009128095
76,2017-07-16,18.451072338879385,3.8534777850223474,4.397350328334569
77,2017-07-17,16.66359638909597,4.277103611680321,4.597695545361394
78,2017-07-18,15.847497770837322,4.009946092585686,4.757661140089412
79,2017-07-19,16.326037167105255,3.1271088510618408,4.0270832363077425
80,2017-07-20,17.127260065434143,3.1575525684612447,4.101737146050663
81,2017-07-21,17.17310556335002,3.692183424925476,4.719792054768995
