,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,p_in,NormM,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.08587326497628363,0.06412922479633379,0.0004805111991409289,0.7294677961003324,0.002823871313482838,0.0019963140940211376,0.0040657393285768555,1.8856466319906688,1.1319156069251854,1.8799201629692412,0.06323064038611892,0.05824555985722547,0.005880246739753344,0.003321201808293989,0.006246847157781978,0.006808860775251592,0.07673818507028901,0.009303227140041254,0.9194241194957173,2.7193422572988206,0.04206896466901233,0.15076382716012426,3.0596800165604324e-05,10.68450564056598
