,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D
PIGEON LAKE,0.009067850831824223,1.0802514307094169e-05,0.07006034711229642,0.008744957741720264,0.012434373288557343,1.1654732637534782,0.7014021650189043,0.029725273367207792,0.006100954783666006,0.003929677571105583,0.006488348022962837,0.0058861686198174315,0.0015605786737072332,0.15960901028159943
