,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,p_in
MINNIE LAKE,0.03703376825864166,0.08738000601889837,0.06032158565616197,0.7189617312383152,0.006578320898255897,0.0018411140085156023,0.007924281440869709,1.1449971476374083,1.664841754029072,0.58136783621679,0.03996520810859481,0.042779403449326826,0.001352815135618475,0.004745259562648511,0.004408653721246914,0.007749104444513363,0.029496638303553396,0.2968323246410072
