,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D
PIGEON LAKE,0.010482032851539841,0.08279222706930052,0.09943123581983687,0.0050797922914583215,0.011130816477307251,1.1498520451427798,0.8649019062724745,0.017256426888290564,0.05323063196744103,0.0026226215593447683,0.0028710032412226348,0.0064900097755194635,0.007726158127120998,0.1438568320447683
