,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,sigma_A,x_A
MONONA LAKE,2.8034299860354994e-06,0.01737305484936886,0.003163751428245251,0.0012616608516717613,0.00986501724746631,1.95525242644837,0.7414563609665861,0.03171152906040764,0.00474937102997782,0.006030175811060314
