,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D
PIGEON LAKE,0.006308129636108113,0.002868149007366143,0.05456675432702427,0.7448341994806152,0.0018110681153481016,0.004975620723913285,0.010824075570628384,1.3615414963192762,0.6334355215055306,1.4210682162620116,0.009045040004447696,0.015175726208299586,0.002780713820521278,0.006676940886191307,0.0058166041128065935,0.007150421695424555,0.13406009756634252
