,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,x_A,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.014132201454560865,0.09966981686928397,0.03914893284054999,0.0010117971590945145,0.011390413980625163,0.8086691674277936,0.9017267866337726,0.050718831715981585,0.024209507256324727,0.005048911722163123,0.0037035337968500393,0.151312942677067,0.04791359136302499,0.06395214062649614,,0.3420730960416799
