,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,p_in
PIGEON LAKE,0.0799032964467309,0.08154333571636174,0.0016167886569773346,0.7820091126074624,0.0025607016990467518,0.0038411658454713116,0.004092352230120567,0.2695463190047135,1.2576295624140632,0.8144494846062778,0.052834726463276346,0.003711645805943256,0.005860644699716118,0.002529233470049009,0.00996158411369236,0.009459124384608584,0.03837523965431259,0.009601296053162067
