,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.015008242151048713,0.03521359061958517,0.04719100356693501,0.0056462751196815954,0.010790389765194168,1.1498520451427798,1.4044420170813885,0.01722538643383241,0.04995109027486079,0.0010164332079496755,0.00247354891682105,0.003166843531678147,0.007557454900597477,0.042655005290430925,26.155528917935186,1.6660000000000001,4.768036753805538,,72.03255000000001
