,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,x_A,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.012058588662448695,0.08860332553916118,0.09109426226890033,0.008793575716503913,0.010380187310003727,1.7447610832015432,0.9363767703452333,0.03812122957807491,0.056341500534463386,0.005410869752830899,0.001983052143234966,0.20757782110328807,0.07322516235349497,0.18354221481076025,,0.36596608614560905
PIGEON LAKE,0.059996852169823894,0.0376577183519268,0.0063478833411138025,0.006351204003625487,0.004250006942743105,1.3913662274410559,1.7399671808489567,0.07008747378999586,0.033808209199609,0.008103120851123857,0.0042896458167033516,0.34706512376947557,0.11371627989800777,0.05885151087354809,,0.8686275805368708
PIGEON LAKE,0.06920506784655062,0.03781645288784369,0.04278980955774762,0.0027732718992798133,0.0029459166518810086,1.3174754409424314,1.820949526733461,0.037747064047396826,0.012663986691940916,0.008714931305469133,0.0034011476460020303,0.31777097990452524,0.04322858136295121,0.05105374931348056,,0.859030609037144
PIGEON LAKE,0.005031291313744288,0.08781233213742812,0.07608866336652474,0.002593379972806304,0.011729565373841903,1.943290241013178,1.2774475607015585,0.05800448323248325,0.024037485545390303,0.006383683035424422,0.004499274666065055,0.1905657715891003,0.07409168479258617,0.15901700590661721,,0.33858862406809753
PIGEON LAKE,0.002808809928218213,0.00975739427035005,0.043833402613996576,0.006205274749970257,0.009708290993941517,0.5166369813416949,1.313873175062593,0.08322807160471944,0.032584027156180737,0.007853328829486972,0.0057895247478695995,0.30081706921151,0.05278751529177898,0.16051446115600906,,0.689149231186742
PIGEON LAKE,0.0038781762957056376,0.0981045081367322,0.046343532968549074,0.0020388164704247917,0.006371580178973944,0.7962583127309729,0.9221499582427404,0.09918421601762743,0.06465596990988377,0.0020806085896653954,0.006562479586488512,0.17997319110344367,0.07570828441786644,0.12041159731785056,,0.343799691574614
PIGEON LAKE,0.04176917626151022,0.027241804804510317,0.019454850060625552,0.0014029525816859952,0.010461958703720214,0.8165776391980704,1.8723608694457203,0.04501445479095684,0.06407915447050958,0.0067997597662312215,0.005270739518719731,0.32005241554557784,0.06916139211541737,0.04065247755039252,,0.8503433769709237
PIGEON LAKE,0.07036587318228835,0.055824219439134896,0.007899971533998469,0.0035265239995722606,0.009899657764638794,1.3377569675582022,0.8518527309608965,0.05111099765297868,0.095088442421439,0.0012016889743233046,0.006975072415355347,0.34188055500528775,0.11753690815293737,0.05418774197363525,,0.8539170148892907
PIGEON LAKE,0.001481078309712773,0.06631156800496803,0.07776709952015932,0.0069889832667917665,0.0035974705711430627,0.7817522854919234,1.4093619055667665,0.03973237710499675,0.005178545972989529,0.003577392779632223,0.002981456411732813,0.22763750928161763,0.11078360348503716,0.2259770213619677,,0.346151902997848
PIGEON LAKE,0.07257327366852022,0.09471853838503276,0.005450590875825764,0.0026806893957209577,0.008162528043819329,1.3671692245961964,1.3855807686843387,0.0737483714162945,0.06520033239243832,0.005209654860812772,0.007041420839592184,0.34890825966256456,0.12658272103468082,0.06090399559637469,,0.8592380623566381
PIGEON LAKE,0.01048954816746172,0.0653238178815408,0.057123868121889465,0.004572004045703184,0.007387026619898029,1.156747078128419,1.3886935928412578,0.08422789722590376,0.0630762052046966,0.007616064224744461,0.003024713109900283,0.21072972362092238,0.055187731429829225,0.12902003780706597,,0.4479814016258719
PIGEON LAKE,0.01672917473887036,0.06118427474683513,0.04139418405039908,0.004662725037479386,0.005526897295483141,1.650510301631368,0.8113710077503743,0.05204131117869602,0.0030622191722796052,0.002794762761177903,0.0040198889888847615,0.30773043913050585,0.04378475589270023,0.09010978961273236,,0.789296771886085
PIGEON LAKE,0.01317281182948174,0.089177878343541,0.05333058769475463,0.0011989280092057058,0.005586290118582831,1.7821418925652472,1.280083003969769,0.05281708623802935,0.04558640856801811,0.005367593395474172,0.003310487644707469,0.1567251056956704,0.04638656583094779,0.08469517783524068,,0.3390935734208228
PIGEON LAKE,0.021730785369871494,0.0457113672721708,0.07803455002713916,0.003626760077733672,0.009707931245870789,1.243531698453128,1.3140904275154308,0.08783280509553877,0.038674786342652104,0.005453922764857548,0.0010795442861958795,0.33359477023497486,0.045796030097758546,0.13379592796873546,,0.8211923526384305
PIGEON LAKE,0.012158900786825314,0.0948745801046821,0.04834799719659975,0.008768346363859638,0.0054067671388633685,1.725412815647867,1.1651619275759972,0.038998884957650706,0.017077521306708525,0.005671127096229842,0.002220172236231759,0.21688225501364256,0.0636317595705615,0.13213582236076765,,0.4548791831095985
PIGEON LAKE,0.02223715605068967,0.07170573598763308,0.04450541361174021,0.0012526718240381913,0.0038421625458848517,1.3795142127522957,1.6658975627948762,0.04550153336954735,0.095336281705294,0.007067968738598251,0.004352320826737687,0.2345950602383056,0.03856316129537796,0.06402651065133975,,0.601195508768199
PIGEON LAKE,0.0037315597061857025,0.02910621610667662,0.04063609583733839,0.004514311069265019,0.0001331221024937681,1.9097796643773721,1.1148898022583797,0.040947840635668524,0.03082191130828974,0.0068329039322223145,0.003451953362659082,0.2093830854543631,0.062154842538619984,0.14830093652554574,,0.4176934772989236
PIGEON LAKE,0.0037149394312923703,0.06780054781819643,0.05104441954155815,0.00149286140816277,0.0024586563650362105,0.6862474043132898,1.3167443715141038,0.034381782814919215,0.03581677155328034,0.005165365994410627,0.005046056443650786,0.17545672941426327,0.0676953084508947,0.12118626954530146,,0.3374886102465936
PIGEON LAKE,0.021616900817972143,0.04326093429306482,0.06413745773961763,0.0036850613697571306,0.005399183346335438,1.9224626652659051,1.948179049350046,0.061404493117121844,0.08469781113162309,0.005073544359006645,0.003091713761117861,0.355861508192111,0.040137129233350936,0.11504786438795296,,0.912399530955029
PIGEON LAKE,0.06573514504483292,0.06736603151223777,0.031845066231680694,0.0016249719018374292,0.009992849604336322,1.3850550143433673,1.348278739420979,0.06087969729508397,0.06114645582359079,0.004439661924771984,0.004762382544844735,0.31388389182445064,0.051486899671716546,0.03678107980163615,,0.8533836959999992
PIGEON LAKE,0.06628566416863187,0.08564161390610944,0.05416004196374929,0.0010138671994758377,0.004053191449939295,1.153099668749364,1.219266260824572,0.06999399676108004,0.07585746824765245,0.00698935964150291,0.005410808815114484,0.31809636841681005,0.040881374819562145,0.061226631776967,,0.8521810986539009
PIGEON LAKE,0.057437082038123734,0.08440825730218955,0.07423576866555537,0.0014476564188496879,0.007411634476198551,1.5489608805850374,1.4667354492027815,0.03902973103173925,0.039637058976110015,0.0060900141801057735,0.002081140695618108,0.27667614712343647,0.0478816378729653,0.1052997008839435,,0.6768471026134005
PIGEON LAKE,0.03146630875460242,0.08841115750180772,0.03290662498463015,0.0017473759468605464,0.0060762804062411925,1.8209411995299862,1.7198428414027476,0.0061575745269207005,0.05571934593473476,0.0038895520557041675,0.001487570108948095,0.2925358262244639,0.047141733833777545,0.051220561724106904,,0.7792451831155072
PIGEON LAKE,0.02598475534468896,0.08134313595219181,0.051501422127365006,0.004920262768546204,0.00656866218941675,1.4511458847435383,1.1601874240392853,0.014876903481353558,0.02992841982931198,0.004990545118261313,0.004161094344576456,0.32369403286517073,0.04012545035398469,0.0942729136587095,,0.836683734582818
PIGEON LAKE,0.019818957542973182,0.08392412933221072,0.04960399660766875,0.0016936344726019366,0.004054658964746131,1.6578538098442124,1.3360244089417344,0.0573975835387418,0.008683487092448108,0.0017162951504176064,0.004151905619885381,0.20038863590924158,0.040644842464546006,0.0770806951815767,,0.48344037008160196
PIGEON LAKE,0.0044970174886736075,0.09095624528626722,0.06756804261791924,0.001773693829213128,0.008560202023953906,1.565387476053832,0.5002039056139113,0.04203342667560464,0.06632596957438201,0.007754082099184791,0.0014410675915338322,0.1820201378872683,0.0652144388116665,0.127533383071911,,0.3533125917782274
PIGEON LAKE,0.020083554252112626,0.053276611914618716,0.054519482821461754,0.0017884591292486166,0.008970867714017613,0.5499512402875235,0.7961792883297109,0.03755606609078633,0.06449660934628496,0.004687274632317267,0.003075764648903891,0.2636497581390203,0.038217836896871055,0.081967839655631,,0.670763597864559
PIGEON LAKE,0.06546777956214064,0.05975989119023428,0.012905107405405868,0.0016217577012717197,0.002559215091360342,1.6999995038857296,1.519236309108214,0.06499580995580567,0.05527949600385351,0.003831843759077984,0.003297145159139647,0.3259842360042748,0.10163531677592137,0.04470728202931311,,0.8316101092075898
PIGEON LAKE,0.02411777270962115,0.0654209852838922,0.050471230727004636,0.00778998901654877,0.0057799706356352065,0.676677315126805,1.2983563382043364,0.00864303597867494,0.04431464122522363,0.0039809982652425305,0.002855163405394756,0.3576975562519656,0.04032227475223031,0.09685341255120734,,0.9359169814524592
PIGEON LAKE,0.01917143160684517,0.08203660738539288,0.05341211800595833,0.0019783982115707723,0.012234527954724427,1.7704024249083226,0.9829510011468636,0.042916983030224634,0.022366832237561543,0.007400888056776682,0.007042779480899343,0.19724616475554577,0.04119899660004897,0.08361287480342669,,0.46692662286316156
PIGEON LAKE,0.009736689120734554,0.07581386803790936,0.04474218289516979,0.003103898465845826,0.004628334661978922,1.739607962697601,0.5669243032437135,0.09373990173589934,0.024373006154605505,0.008158106544522092,0.005655896634407434,0.1794607785032488,0.05658876774695641,0.10487060825258461,,0.3769229595102054
PIGEON LAKE,0.02004321782739349,0.08287689583096289,0.05393627322099222,0.001759108677539486,0.0015120897184740531,1.9557912776742694,1.844572456603028,0.07601203656219643,0.04859036961723366,0.0015123395623640257,0.0022350885978240707,0.20467944587609221,0.04095160408214714,0.08496824555213775,,0.48811848799399177
PIGEON LAKE,0.06500834405239422,0.0586613499581934,0.06070142898717715,0.007132264759338274,0.003201148985554627,0.980953456756953,1.5706588420776155,0.05622180995343405,0.04007721150492134,0.0013491356647855283,0.0014815785470482191,0.33864021572096875,0.037226929507252086,0.09337447679809002,,0.8853192408575643
PIGEON LAKE,0.03445804913300077,0.012210141867261062,0.03530505574338486,0.00725396977541341,0.004826985368666995,1.3790545409552961,1.0211237532189346,0.038015961179361506,0.02692526329971731,0.007494072122581252,0.006312581701576619,0.32850436485617457,0.044899798978231674,0.06904688739717946,,0.8715664081931125
PIGEON LAKE,0.01423510844460979,0.06729854978555865,0.06773748145215402,0.009028727344041832,0.0023086631300345975,1.99885711613592,1.4070781230931115,0.05193730190833651,0.08142601656107704,0.006077622307804613,0.003184808097396699,0.2672101118825759,0.052337512877545,0.14730400664874208,,0.6019888161214406
PIGEON LAKE,0.06386800350293853,0.08269592604430122,0.06550604826956352,0.006740556466508358,0.0014375254541522057,0.7459103319348095,1.018412036284087,0.0366604687225028,0.0028124038712230154,0.002831449027626874,0.0032481041468596377,0.34656530838262417,0.03752270154823467,0.10556436889395059,,0.8966088547056872
PIGEON LAKE,0.08780553944451897,0.07971967053376694,0.04002985907971185,0.001958853127091941,0.003956491006294386,1.568021100986603,0.9570611924345096,0.08007217198767863,0.04694077610069741,0.006552026538406553,0.0017415618977940153,0.3151002925177915,0.041331055931848895,0.04444609855970661,,0.8595237230618189
PIGEON LAKE,0.02671692076644036,0.05487218636189698,0.0655816196107587,0.001906633933609791,0.009124209826630373,1.860846020101915,1.0830512164180306,0.018121651258902027,0.051227457730665775,0.005255149052006023,0.007414346107357506,0.29211996858328854,0.04122497249733299,0.0981372355468149,,0.7369976977057178
PIGEON LAKE,0.006887375856109455,0.09925574427734873,0.056472850874960394,0.001231838611442897,0.007606841384235064,1.9799899521247446,1.7146283285756323,0.011906844268210204,0.044595984655998504,0.004961686130450674,0.005939700397019944,0.1675709442520017,0.059125887535153944,0.10277487348818543,,0.34081207173266576
PIGEON LAKE,0.0025781055987144225,0.07847646932072445,0.04191216115064034,0.0028133772182006877,0.0066298468223933765,1.0738082882728666,0.7143653878990261,0.03174831635813663,0.04200313335465673,0.007575459471405411,0.002701173530687353,0.18957016256813733,0.08509242268586274,0.13947787984702237,,0.3441401851715269
PIGEON LAKE,0.03842681431390259,0.08880193420926563,0.05681893294154068,0.001894483583212122,0.006091992106926578,1.5245995291231427,1.3573593987461974,0.07469941587971855,0.05560680175808299,0.0030895313545784256,0.007784761036117367,0.2741626875115091,0.03805699546759446,0.07735677998235173,,0.7070742870845811
PIGEON LAKE,0.014533386681040192,0.012913468915469052,0.06942704835669986,0.007828606671027711,0.008226319056062444,1.7160138921165347,1.539918569604385,0.04998875221249493,0.08737830142377956,0.005128808542058854,0.0010984783026730307,0.3474506466207448,0.046026175358064046,0.14022966542493784,,0.8560960990792327
PIGEON LAKE,0.06821738314185075,0.08903668850184193,0.06889731663951368,0.004541261536274085,0.0072157083020109305,1.351827496276617,1.4796770321483463,0.058963047314329727,0.021876239337910306,0.004459772252773911,0.0026899512233851636,0.3483458656282931,0.04157871392306089,0.1151420455477452,,0.8883168374140733
PIGEON LAKE,0.03631109138200357,0.037943211704817764,0.03527689618527382,0.00494794921374127,0.0024800426061848445,1.4667146880883357,1.7616015859407503,0.06373550562068511,0.0365365545890785,0.006262984202838903,0.00268223763383423,0.33297949413007466,0.04518579768578543,0.06332760448321044,,0.8904250802212281
PIGEON LAKE,0.04846104698248345,0.07220905861307599,0.05172305366605662,0.009985199269344243,0.009281944803792169,1.3369767610575822,0.8126910793802578,0.06432963325588989,0.08883717306320352,0.005850275966016788,0.005785295794611776,0.3439202735688279,0.03817431337868939,0.08758288703387519,,0.906003620293919
PIGEON LAKE,0.0547369901664003,0.042377866391050185,0.07460089187799035,0.0016326392751758049,0.0016597044148456115,1.4623217589999613,1.7131349356494416,0.043624746804867214,0.04508017738866249,0.005511876921801372,0.005016817238451218,0.32539110694232015,0.04890784715116373,0.10122211287118474,,0.826043360804612
PIGEON LAKE,0.013009130154355078,0.0776871993231006,0.052138478474052896,0.005689845333761539,0.006270441310880436,0.8351231652180968,1.0046993000205133,0.0057677087137457395,0.03957052666697544,0.002253828010215992,0.0022390408805728103,0.22482362573792025,0.053785187538636405,0.11975639527173847,,0.5009292944033858
PIGEON LAKE,0.0686323803825777,0.04710055288229308,0.04040053068808455,0.005266402730594856,0.009728662330318978,0.6279015181405012,1.2544694023810647,0.06467289794945882,0.037639362545538416,0.008216365795250063,0.0035613457890333834,0.3282391310583815,0.0444867792182888,0.058035751190016464,,0.8821948627668392
PIGEON LAKE,0.003984838808155797,0.08732987087637886,0.028047098830767815,0.0019929571391582852,0.003999344379754555,1.765233449313351,1.2206574264534082,0.046574147105204966,0.06288835055541725,0.007176321873540547,0.0026157898766405057,0.1778200405428401,0.08355706009320943,0.12006336856776154,,0.32983969296754934
PIGEON LAKE,0.005133882270614232,0.029860871834610836,0.03386658228850473,0.004394360219654194,0.009451121120812813,1.6281253641875568,1.6621013154472852,0.008966373157933971,0.04786687523866134,0.005011661304676551,0.002423487209396728,0.236361413941498,0.05261199753373491,0.12330927820788658,,0.5331629660828725
PIGEON LAKE,0.029726176548084883,0.04491602747703382,0.05201877447817136,0.003347510786812286,0.0066177263750681154,1.295838336391585,1.694219341034029,0.09323582078246836,0.08360645876802672,0.005142005271802525,0.0015401789595729737,0.3395473522916586,0.03705164128853026,0.08242183475365467,,0.8991685808327909
PIGEON LAKE,0.06111597665743573,0.09959514471670007,0.052991806559744704,0.0018366445764749647,0.004159383569485918,1.6413530275620802,0.6062832818699142,0.013129304606268134,0.004162705437104862,0.0059516064375006,0.0022578441368910408,0.316846730773239,0.038302786701360156,0.06649321281725973,,0.8457441928010971
PIGEON LAKE,0.040994572757721975,0.053127783172677905,0.021643280388818516,0.001178250019184729,0.010093104901817931,1.9383445974301345,0.9488475083799675,0.0453312587976366,0.06094647329890209,0.008494923587306783,0.006496533929359901,0.32195270618634,0.06639915174328265,0.039912361716583064,,0.8595466050991543
PIGEON LAKE,0.09458794783576169,0.08117121744292538,0.07395562698633362,0.001175465785549076,0.010413816674197572,1.1828539643699378,1.1924504592931442,0.0766365510123674,0.038567123581526044,0.005711597020028414,0.0057132174662325496,0.3022605608056619,0.0544413295611882,0.11112781638575726,,0.7412125364700402
PIGEON LAKE,0.004530036386855875,0.07437443888477446,0.07846016434591861,0.002907714484035392,0.003989040275823217,1.4493675440962863,1.1459165517251346,0.09506760704311455,0.02473753097958519,0.0023979166613118537,0.004831520324392617,0.19377058040782136,0.07755407030272184,0.16987041777626205,,0.33388725314448026
PIGEON LAKE,0.06669162411595644,0.06012314940516753,0.039714081266168814,0.003110717911115315,0.0015476238766238262,1.6883006989529203,1.9543493005006938,0.02891913658432986,0.050488873434488525,0.006077441648411957,0.003954184313583414,0.32431724249607563,0.04296770736092171,0.05136601560143776,,0.8786180045258675
PIGEON LAKE,0.03934467301093297,0.09794665437662052,0.04914174943341365,0.0015066310509898335,0.005930308439471384,1.7804013432065955,1.6143076309220008,0.046992505056903125,0.026883205595225047,0.007996727448389824,0.0011679297775072572,0.2530815558712811,0.03743120572217177,0.06186148123226971,,0.6599519806594019
PIGEON LAKE,0.021683056070187025,0.04235934015382497,0.057492764556439896,0.0012042503259746245,0.004583231816925496,1.5850872735035648,1.268835389390691,0.03369049819763852,0.05889298513738013,0.0074084320915686185,0.0028808707710153286,0.3037470355295435,0.039691571249597817,0.08329539396106522,,0.7882541413779676
PIGEON LAKE,0.008292868108029684,0.06314093224160643,0.042115735610504565,0.0074376128564229375,0.0022709122104020325,1.4969838073195363,1.2099372545330136,0.0668547618716212,0.06219565764830605,0.006528949331715761,0.005908007494877866,0.22286280112794446,0.06291191979931766,0.13098303307834383,,0.47469345050617195
PIGEON LAKE,0.008879303514832335,0.09777924323319902,0.07138427920423546,0.0015063039217695648,0.008692537630980818,1.2060338158488808,1.3941261010670307,0.030817889458420875,0.05463626254695771,0.006506558648820455,0.003938737655580708,0.1748632176007027,0.05977953799206545,0.12685455312290114,,0.3379555616871416
PIGEON LAKE,0.06389348777275261,0.051661294627939426,0.0467216229596478,0.0011033086345772969,0.002419786919052089,1.2504685887954605,0.7308984451886363,0.07386666121856043,0.03336725023384437,0.0038423593919858032,0.0017930470697889909,0.3092156903427546,0.04237491291000706,0.04683745385928358,,0.838434704258973
PIGEON LAKE,0.02431947072535347,0.09204440566012678,0.07366567494816079,0.0015424148378733044,0.005450128682794529,1.2964434042222095,1.6144031135015104,0.04593550291834203,0.04676958812878049,0.0063013340315490095,0.002729928819811504,0.1900341620655062,0.046167086027968506,0.11309982589250134,,0.4108355742760487
PIGEON LAKE,0.0017329253514224985,0.08851328748966024,0.05331133616832621,0.0023771796131069997,0.008145691742906372,0.6264580932885626,1.4920119031209509,0.05950913041935898,0.03981360815192267,0.0037598591467736587,0.001014706293758827,0.19748110493963908,0.0881263468538879,0.15026719602194605,,0.3540497719430833
PIGEON LAKE,0.013458582313620515,0.047771709114994995,0.05166831863276562,0.005304907562230475,0.006838550306106277,0.6001744836209939,0.9546992387814488,0.012605266688095286,0.09262845123368643,0.006842061254222509,0.002145800770308014,0.3067508842414838,0.04217510299832953,0.11015395287576961,,0.7679235968503522
PIGEON LAKE,0.03039817074131106,0.06948454464800788,0.0666316271024352,0.00817071393125593,0.006301871989461677,1.8955012719589028,1.5348924715736274,0.04412895296317164,0.06314210355044331,0.004433421483567544,0.003964212833016611,0.36216328270173476,0.03931048533931681,0.12188945247412887,,0.9252899102917586
PIGEON LAKE,0.012502413238540087,0.08194357511395367,0.0556977247783729,0.0011935051395114962,0.007074222640207762,1.824959160497461,1.6728533387581956,0.04834160962112175,0.022116558867571405,0.00795136006619727,0.006939778481978336,0.1582274537242507,0.04676357650138689,0.08958738409939213,,0.3383314005719731
PIGEON LAKE,0.09343223133667523,0.0839252832113214,0.021308736038453915,0.0017360509947288525,0.0032454599285303264,1.6815360433087676,0.6749273282095744,0.07374251388279182,0.06215850171851764,0.006433548619307368,0.008087865602795306,0.3112629072137659,0.07458278428930733,0.034688039805245555,,0.8245178975467449
PIGEON LAKE,0.041789484977957245,0.07136504895121278,0.014131614226319887,0.002432542264926522,0.0025157556775115336,1.583291249770348,1.5536661763128157,0.06080751683329524,0.0611418453143112,0.007207026832299448,0.0040785504614334455,0.3410300534453797,0.08471132124613298,0.05230214176589397,,0.8860766973241121
PIGEON LAKE,0.008461380647031058,0.05232483487414561,0.03054333441385068,0.0033002828963116884,0.0005100187281019434,1.6685301993815502,1.37546036550081,0.0305783507901715,0.08731394048060159,0.007020180468829296,0.003517785881081209,0.22962086700413953,0.05578393581646049,0.1008991828530358,,0.5321794823429223
PIGEON LAKE,0.09333851177347097,0.08527380955329446,0.08988335275104165,0.0023400026680246936,0.01279427227919559,1.2967837182820952,0.956615995468526,0.012107540040268469,0.011522053036183318,0.003559324988682981,0.00449151217246503,0.3189879275496778,0.06004431648934451,0.14311654018097303,,0.7538029259787158
PIGEON LAKE,0.01948635644345313,0.07382430064801797,0.0532373740884892,0.0014366578239309435,0.005756621011492325,1.4233568660577094,1.7727878874140712,0.01659763687960361,0.09544691610164452,0.006265217059844829,0.005056328089141399,0.2053471863479163,0.039015857847708287,0.07943156371133749,,0.49759413748470316
PIGEON LAKE,0.005451983937633922,0.08287111605741965,0.05939449726552381,0.006104945030506602,0.003359133288284048,1.8150151089845807,1.5901638361298653,0.07617392874147708,0.0495029143730128,0.0036473508209153615,0.004868164214851353,0.18985783353032215,0.08345597715413607,0.1721734406282408,,0.3139440828085896
PIGEON LAKE,0.05233289889601936,0.06331097972281244,0.057790353405408425,0.001928846989666296,0.006220294517533765,1.76542914170567,1.3175882496854698,0.04801488840797031,0.05369228528394128,0.004656683788232558,0.004861270275938879,0.3288124892336289,0.039638743840755164,0.07302798298664935,,0.873770740873482
PIGEON LAKE,0.008891868511511275,0.06764813385411969,0.079035620502709,0.0014738061001538056,0.003133463810340523,1.5415285424705663,1.2196502218306284,0.05219482235496435,0.06023584917620959,0.00886528283934538,0.009765614341151715,0.17611988409199633,0.05899890877396256,0.13781217865076625,,0.3315485648512603
PIGEON LAKE,0.01589489072466893,0.02407258473462888,0.05549355742745139,0.007035081483367766,0.006586206852037042,1.4703406939525303,1.0763161447068295,0.07160473514288912,0.05407318632270397,0.0040300128247216516,0.008446715057686268,0.3509557802901855,0.03837055336588256,0.11783091615252601,,0.8966658713521478
PIGEON LAKE,0.00917803364687951,0.0034816355015805586,0.07792050661819828,0.004239816212647903,0.006340823985469948,0.7549057989422918,0.9397797020971712,0.036799500876860354,0.05154294394277326,0.004788228527005091,0.0037475349005513196,0.3334377075927247,0.06298846190522116,0.1586556854914942,,0.7786689753814586
PIGEON LAKE,0.017325470585977068,0.014487102872573293,0.08168952915124979,0.004960559986048084,0.003001382560641692,1.6024537175915836,1.747697239057805,0.04078384309880198,0.09734000160361783,0.005845235256415581,0.004591572080458576,0.3449202088904391,0.05142420803637939,0.14574471310310064,,0.8375917055318375
PIGEON LAKE,0.01590105288703294,0.08848346246094899,0.05960050014807088,0.0022846650438139485,0.007439825865447065,1.9415658614606386,1.3192995450919094,0.0682376133172142,0.036300638513593664,0.004718311533112383,0.0018582864088845198,0.18126081468211616,0.047713763953100806,0.10282207321364562,,0.393246606879602
PIGEON LAKE,0.013483872551826634,0.08827663881495319,0.03346550367198958,0.004887835073795287,0.003845981729751317,1.4967080842184743,0.9633032456666107,0.03661592810941219,0.04802879279188122,0.008595792697272904,0.004620592859289381,0.2253905756571999,0.06090860801205226,0.09895924154301668,,0.5163038774165307
PIGEON LAKE,0.030556554542812964,0.08872915101556021,0.056580267024476084,0.0018900293506521363,0.005738307724772988,0.9343623453431084,1.292920329032856,0.08396794538260247,0.051110395650109657,0.003948902233727561,0.0011818460539267557,0.2403421166199158,0.038265592271515395,0.08002637434457334,,0.6027343832436587
PIGEON LAKE,0.03166499079407374,0.0903649675721308,0.044651543562280835,0.007332515624636387,0.007481686466222644,1.838949815666959,0.732314199065428,0.04955774794520292,0.035489760231961175,0.004984177546786043,0.0057156592666126925,0.3588463877652513,0.042638777368694265,0.0873442689252462,,0.9465561170018135
PIGEON LAKE,0.002828343463906466,0.09724352441541993,0.05707228141075141,0.0046536333357010485,0.004013091877737938,1.8369589262770023,0.5699315647215457,0.0901169344081232,0.08602608009017436,0.001278484403657268,0.0010315614165601174,0.20441179596146508,0.09536784099505828,0.17439803096506026,,0.3434695159242767
PIGEON LAKE,0.0679356517327212,0.0435268352540691,0.07767823873347579,0.002470066501062356,0.005917058766756959,1.3757240751521502,0.7328704186153832,0.0579300295028038,0.06420703057544919,0.005580795598310399,0.007573041365043096,0.32895541972359316,0.050188840101692445,0.11188331484491497,,0.8247941042241721
PIGEON LAKE,0.011890384519856134,0.08141886158638446,0.03707502576608449,0.004446758195360367,0.009230235952041805,0.9884370805881779,1.8729101082428758,0.0539144722982103,0.046916699443712434,0.007088953642396073,0.003872846446597056,0.21523747205261157,0.05942193186605252,0.10389525741280874,,0.4823952268789734
PIGEON LAKE,0.038576498361715686,0.02277635319982725,0.098665619577948,0.005595265126099305,0.007937708014202044,1.382162104685445,1.6483457148269127,0.049892533633800515,0.029187608136059178,0.0016355051939387151,0.001959318587697557,0.34083126788223456,0.0553449004752257,0.1499307639415348,,0.8172181392299434
PIGEON LAKE,0.06503084502482152,0.09113184395584767,0.04718240450624811,0.009421800673414443,0.003598023914150016,1.5987830427847702,1.2241949806572179,0.03766628626659505,0.064355936996916,0.008071044248727047,0.0011050077062643281,0.3415857444646329,0.039689373403647664,0.08016486707370314,,0.904902992916548
PIGEON LAKE,0.04982477442004062,0.08776193041141585,0.052207588146379394,0.0023980244329200066,0.011938051199893706,1.2919226914299882,0.7944788697867917,0.07875069384260544,0.038584684628572875,0.006309814753831006,0.009054337626103116,0.3392181561628808,0.03725990461215359,0.0688724840617692,,0.9115220798147196
PIGEON LAKE,0.04767414828426587,0.08596806526565681,0.051588313658562084,0.005248494179264894,0.0036577313718263414,1.4214604336695404,1.0776827634635142,0.04760579821088708,0.022863183939273734,0.0021925739421412662,0.005866181069291317,0.34588284840270095,0.03727277377191375,0.08376099145526217,,0.9166147799809268
PIGEON LAKE,0.005850207239772039,0.07246212403948754,0.038304268381008255,0.0015707917806246372,0.0007735786258586145,1.4809725940971268,1.9609141460206105,0.0855509242357603,0.08428295148082987,0.007303488786151013,0.006449923615143016,0.1639419777721089,0.06446038800669346,0.10407158003140167,,0.32329396527823157
PIGEON LAKE,0.018421655944713768,0.025089585270771375,0.04780388438169446,0.002078598994463677,0.007128160523896517,0.8588815559357528,1.2303990434599124,0.05452404219288973,0.004859390189444035,0.007457527020447601,0.0027931081017735647,0.3349062780535532,0.03817987628768794,0.08384381909205371,,0.8826951387809181
PIGEON LAKE,0.007592129358038394,0.013041734974819509,0.0551188199399407,0.001895430487406629,0.006490827947494079,0.8704354815645465,1.3257592978497985,0.09195751954033901,0.042359715330899154,0.002950769954748913,0.0031412144268856295,0.35085953689731664,0.04619665272456661,0.13002562469265308,,0.8763563332747302
PIGEON LAKE,0.09163163882592781,0.0916106004590947,0.05710470153019497,0.0019364229735731524,0.00599605104129718,1.399703070927609,1.3987374818915073,0.07441675921035273,0.03856336483490097,0.002128756916800469,0.001239801070641323,0.3278413209398753,0.042646091463745504,0.0803266455292693,,0.860551225826611
PIGEON LAKE,0.048796465372420085,0.05221788028372853,0.04316914369318796,0.008312063898411454,0.004116553471001544,1.7581293516209593,1.0138934312522068,0.06279431632389224,0.043466902957270154,0.0021307739530965534,0.004160346107299359,0.3363078433820274,0.042123532654733224,0.07235903292044149,,0.8944409645709075
PIGEON LAKE,0.0317744324236761,0.08001728160973776,0.02509404212600301,0.0018694046019414445,0.00441696259912263,1.6729554558220292,1.4938470042671095,0.006813112700698724,0.0625088650427341,0.007569612805699767,0.006146394034486541,0.3403228007901926,0.057973407886138514,0.05015197305016548,,0.9128430214342739
