,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,x_A,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.030989976649051478,0.08854939109925519,0.06884006541923705,0.008160993755666568,0.007757257664003199,1.359325535937061,1.0229272388511816,0.0864610851919098,0.09697511940654704,0.008682663619578423,0.005653318544207817,0.35808876917824795,0.04229108302501213,0.12916610550143715,,0.9028091190082945
PIGEON LAKE,0.062401451559885336,0.014487102872573293,0.05134883244490999,0.007357209799734517,0.002271425518738257,1.7257316031374632,1.0993382891579375,0.01376657722377684,0.09734000160361783,0.004103079653987938,0.0010981359216845473,0.3274705595043258,0.04137269975634687,0.07760019432827509,,0.8634387844283554
PIGEON LAKE,0.08888293233148606,0.019066579323488486,0.010492087876048245,0.0022846650438139485,0.005759722306105964,1.2614305831203427,0.5753582372086109,0.0682376133172142,0.014860176365359301,0.004637185815185602,0.00792864674305221,0.3177190204999311,0.12106030978350324,0.0453483238566937,,0.7867484278595964
PIGEON LAKE,0.08515056653688635,0.07657264035552895,0.08483792356889752,0.008384058944575258,0.006177641779868562,0.5468997234876866,0.8732577850816416,0.012592010290493484,0.09897617009188206,0.006226748236655809,0.005117057339057591,0.34976507278421404,0.04571478888438602,0.13893035854145655,,0.8646500709267996
PIGEON LAKE,0.06309239168592239,0.06624759270276026,0.06259446029977712,0.009552592346956433,0.00472594198629737,0.9049716809242674,1.363759170060243,0.03508783231794848,0.051110395650109657,0.003948902233727561,0.0021518653739615646,0.3417215914464242,0.03680835583813167,0.09739406583695358,,0.8909623526641874
PIGEON LAKE,0.05837007831411594,0.007453504439973349,0.060767215531719265,0.007321147318312399,0.004428765247205622,0.5840795740319996,1.4284365533677348,0.05026953908129553,0.09260357628355448,0.0015030771799622146,0.006430133039581362,0.3288385582825512,0.04186181741525421,0.09161607504053225,,0.8530377823918671
PIGEON LAKE,0.002828343463906466,0.013041333766018584,0.08762918646696434,0.00312674609099423,0.00989417220957316,1.9675622059149973,0.5699315647215457,0.09543299989988469,0.06098023295084633,0.004702648900168918,0.003978577238582448,0.192460275326125,0.07282252215005182,0.1716409234674159,,0.33291738036090723
PIGEON LAKE,0.048925786055352444,0.09287524668717387,0.030089210093269116,0.009471338587161458,0.010632098852756459,1.9468584129514053,1.0307303198502507,0.08080975167320642,0.023351914716233713,0.0076140759570475485,0.005302194008761314,0.34542959880666196,0.05875989061753556,0.0675489537349261,,0.9099799520675242
PIGEON LAKE,0.05201213480961803,0.02663043011476047,0.05577027276925317,0.004446758195360367,0.005644870062253982,1.9747207216836642,0.9337303348088565,0.03458229621615758,0.08007549934336536,0.0017179541600732557,0.006053070304161658,0.3284392671499272,0.03985585405019192,0.08098656452340448,,0.8644753828761853
PIGEON LAKE,0.027437365313700692,0.03605925873201536,0.058880016501339144,0.008764005495243133,0.009964054747409056,0.8082185853900087,1.6483457148269127,0.044490036121121436,0.040537414774726124,0.0038724245915368045,0.00990324707095502,0.3448395477331936,0.036937457432872994,0.10259589872471583,,0.8949852870419919
PIGEON LAKE,0.03429759206113363,0.09041534116338144,0.03701214678190585,0.0013325144586123971,0.004711431506213104,1.5987830427847702,1.135863879790367,0.03766628626659505,0.07526032603963247,0.00824920715717114,0.0069891495389230165,0.2689281159903631,0.04267291562371423,0.048348658489821075,,0.7157627738575539
PIGEON LAKE,0.013646896428578248,0.0755997772734424,0.06472647833265692,0.0023980244329200066,0.011938051199893706,1.2919226914299882,0.7944788697867917,0.06017059418954156,0.08344785167554233,0.004864230997902892,0.009054337626103116,0.18065301974863424,0.049565420121608667,0.11388112229639354,,0.37851251682790055
PIGEON LAKE,0.007354832766195425,0.08596806526565681,0.036434736705565574,0.005248494179264894,0.0036577313718263414,1.6427440043904038,1.5671160383567526,0.07996916585598107,0.09018301773700041,0.0021925739421412662,0.0017426668853245723,0.18628695207238535,0.07542460863259323,0.13141642424546623,,0.35201982333909665
PIGEON LAKE,0.0994034777210124,0.015722047093761515,0.014716200064093299,0.006099477449551069,0.0037045436349380473,1.0221116498289209,1.9799003444678351,0.08789260911707458,0.06793978696333261,0.00513519664881951,0.004825767601880833,0.3316898386379434,0.10544913606561496,0.047260487566858765,,0.8423598922813563
PIGEON LAKE,0.05429761538232364,0.06327092474683799,0.04209606252549482,0.008856414565837394,0.0028675139511284468,1.2121784640378745,1.4185014550883288,0.08289636715339732,0.04688388578707939,0.005039830205900154,0.006465607056792017,0.3373629566876028,0.04479510894639094,0.07037106193352075,,0.8969226991828967
PIGEON LAKE,0.09877534820440265,0.02933693474058684,0.02027794179501127,0.004028064331452658,0.0006796605613893277,1.80571194391249,1.2420703159654116,0.005909914817204272,0.07302674266659259,0.00933609893584643,0.0037837836627688305,0.32153386813644613,0.08518419695226308,0.04068051319162329,,0.8387368942654521
PIGEON LAKE,0.0603179254954416,0.09822581822215007,0.09612195621677244,0.005936737979553853,0.010157639266638149,1.399703070927609,1.3987374818915073,0.01880996880132861,0.09997357705042495,0.007724753784339254,0.001585013869808344,0.3636073402349101,0.05452391911198914,0.15745235967727442,,0.8788457419154667
PIGEON LAKE,0.03759390928782106,0.046893036978276174,0.034634960956488915,0.0055228298064285645,0.0007357587419697968,1.1091260031955479,0.7677830960618225,0.06708902736260643,0.043466902957270154,0.0021307739530965534,0.008853400595581862,0.3359190254152638,0.04737172140782882,0.06471837860893856,,0.895666976229024
PIGEON LAKE,0.03027203698225486,0.016976622702196985,0.04883497540867687,0.0014727678389071094,0.0003827784761192988,1.6647462327894225,1.944461494058637,0.03324393035069746,0.08762383271758313,0.008625447205577216,0.00872847172638093,0.31998990594888044,0.04184058640063024,0.07042360195674507,,0.847705529489266
PIGEON LAKE,0.009906273745876909,0.0941914868573514,0.05326633206594901,0.004414889534529731,0.009591341493156682,1.656375152416008,0.992496894412682,0.0055399608725239455,0.026501433674493556,0.007595270014347293,0.009990414534711084,0.17757888282916187,0.06338194737300089,0.12714534960422677,,0.3422093515102579
PIGEON LAKE,0.02869193825143317,0.046090514513205116,0.032092207695330555,0.006940624593200951,0.009359491271003604,1.122916013065835,0.97678540377712,0.04775170444414349,0.04985001505414523,0.009997724327300478,0.004114927498556025,0.34064907058988586,0.04812172209945951,0.06874798457686662,,0.9050775050933314
PIGEON LAKE,0.07621593165545522,0.05169587112706853,0.08831134409636432,0.006387700052084592,0.00094544237499492,1.3320007401512335,1.4068998595886577,0.05119439134997029,0.021971124686099644,0.003165813165796707,0.008225021248469827,0.34408339047221453,0.049261136563105073,0.1402438951859022,,0.8427451396676363
PIGEON LAKE,0.02027691601311865,0.00586534335563408,0.05160662721049154,0.007944377669731419,0.012172854621942408,1.0774377255799197,1.5996437502620244,0.05492429930700083,0.03986407332666942,0.005995399258166475,0.009130905254485575,0.335305119272261,0.0418695315984319,0.11165458555738998,,0.8523912406609611
PIGEON LAKE,0.06421549599635178,0.045585089820814086,0.06007289536059362,0.004827238972246613,0.0055208225408276265,1.461373020904863,0.7270681376340404,0.09693059453583348,0.07030126334843448,0.005193579109377406,0.0011669213893615955,0.3335620851566283,0.0391040890754563,0.08906164706509442,,0.8725205193293339
PIGEON LAKE,0.005197543330640111,0.049362647987210906,0.03566554568505878,0.002734534320976578,0.0076030470045161105,1.7680996944140042,1.8069980820061622,0.014492833768389377,0.09145788413815288,0.005553725398826804,0.007847638979837836,0.17956691362736843,0.062347886038701505,0.11784098102291794,,0.3585118738204858
PIGEON LAKE,0.03291178567536205,0.010259443208160968,0.08101690604219304,0.00843060405418258,0.008016909814767187,1.1352788920277006,1.0803888805698623,0.0024487971639943137,0.03621096066321014,0.005358998405653579,0.00350495411454295,0.3386178261090976,0.04849966453658245,0.13556448894893197,,0.8317893248417784
PIGEON LAKE,0.09105210326378277,0.09673708060037331,0.07204067547975374,0.00666988119384245,0.011337873699818224,1.840968469842024,1.5457794789318227,0.07779422111328374,0.035775244553833956,0.00225129628792288,0.00552620830891649,0.3513595698888299,0.04469218809225571,0.13407700583367754,,0.8753095157405564
PIGEON LAKE,0.07812038646570198,0.07021914603874278,0.042555428642996496,0.008018562905613707,0.0034187628016246765,1.8618166357353498,1.4138089992762404,0.039023929573446886,0.04565524103521303,0.005268559089655636,0.008365295991745656,0.3341105509673916,0.04190791391393802,0.06841411386680457,,0.8920096251214323
PIGEON LAKE,0.018016390462249288,0.03474878676950055,0.0776970847807324,0.007778799451534298,0.0103022118170517,1.8763679064572194,1.0723558386543453,0.09750508944364306,0.038933718290808994,0.00434938401360992,0.0040962488349649655,0.36394698269205233,0.0453585132370809,0.14594025679932754,,0.9005421780397487
PIGEON LAKE,0.09652756202481615,0.04233865301104964,0.05468458633011633,0.002341076918155617,0.0018642056661998469,1.845457884943195,1.2470488369955932,0.05665194407175531,0.007774046564326266,0.0012834499470007294,0.0023052470536432095,0.31640937873413083,0.04379982710473795,0.06751819708455117,,0.8379101120131034
