,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,sigma_A,x_A,MSE,MSEM,MSEB,MSEP,MSEO
MONONA LAKE,0.09870527285126418,0.017400195961510337,0.07209397165101582,0.00209427356928247,0.006420653445402118,1.6956045058870979,0.7909784448449404,0.07657418632675372,0.006838250413443356,0.0029427956173540067,0.25759190423950135,,0.15939909599626317,,0.3557847124827395
MONONA LAKE,0.03354025388398654,0.02252569700820435,0.09023725943642726,0.005395654269962863,0.001168451534176003,1.7697928631998918,0.5421038256107384,0.09341662559093174,0.004630870764597925,0.006070938300799075,0.25188206431345106,,0.15016885007621933,,0.35359527855068273
MONONA LAKE,0.07413519736079134,0.035561740656227726,0.09475611575871888,0.0022107762206535772,0.008217990058944125,1.909121509530116,1.9631983388938317,0.02182786340227379,0.0010578197656300609,0.0044744725356612594,0.26024719445748146,,0.16685664973885256,,0.3536377391761104
MONONA LAKE,0.012932147374810736,0.03993204157147583,0.09626467577785176,0.0036199515470535506,0.004361478731795509,1.2287837249538,0.9298940977728444,0.012832533653687292,0.008683063183881515,0.0024152070607874896,0.257597927100046,,0.16360223942422672,,0.3515936147758652
MONONA LAKE,0.09798895598548973,0.008334216254617798,0.005317840725460224,0.008686139008953256,0.0032718555612797702,1.0824739875553917,1.2537191874851246,0.09920936522577112,0.006062410660849341,0.0016571649406910182,0.23745904650989394,,0.12456420980328727,,0.35035388321650063
MONONA LAKE,0.07290281654788484,0.02051603155513243,0.09869202978769004,0.008557327955998346,0.0019077759859540524,1.5861765698256924,1.8188307759731916,0.028067943907112456,0.00393806768030791,0.003970351983029518,0.25301627451969483,,0.1490924672457325,,0.35694008179365716
MONONA LAKE,0.006212379301634222,0.030661340828942986,0.0433222841615071,0.006403562991280348,0.011759672747743727,1.5087952148302373,1.5605107548016925,0.06623042788495859,0.003340979710161022,0.006331956728113988,0.23880527945224708,,0.12413330115825993,,0.35347725774623423
MONONA LAKE,0.038613188540518775,0.0040735834274428714,0.011148037066313565,0.0016577313127070455,0.0038424885324793968,1.956075453597908,1.553106292182913,0.07082221010447262,0.009207596900365423,0.0015402817285715522,0.21379113825360216,,0.0751930600812632,,0.3523892164259411
MONONA LAKE,0.015502627761730024,0.062028616127072556,0.033683313628169516,0.0049101415243677496,0.005200182387333874,0.6359087276124817,1.4471862639034117,0.08624056055920988,0.008799764276260613,0.00423693166124323,0.2480241129230279,,0.1423659516288657,,0.3536822742171901
MONONA LAKE,0.09801083519245159,0.041814271111973306,0.08656343605799716,0.006374070760088651,0.011683691514257136,1.8775628723150115,0.5958651293481009,0.023642494665699836,0.00175961041224956,0.0068554639228500395,0.2597116643807536,,0.16383536425416798,,0.3555879645073392
MONONA LAKE,0.04097101326084177,0.036431464435929366,0.09725412550093963,0.007649688796793002,0.007547618306659291,1.2729407666238317,1.5804290619040258,0.016960964691901295,0.008007921354933036,0.0074512406674889535,0.25534502740330284,,0.15668413753722102,,0.3540059172693847
MONONA LAKE,0.08564888413363277,0.06441526268812384,0.060140969863854955,0.005450714798083459,0.01276964667205346,1.428268616030487,1.1772634246441784,0.06702023629189499,0.003810351347335519,0.001427123663137254,0.2593015406955526,,0.1624892160390348,,0.3561138653520704
MONONA LAKE,0.09172015858057565,0.04089165158784283,0.027378716049316482,0.009754985140642066,0.0023277198976181497,0.8890884371841274,1.2269078477615654,0.046298958973136246,0.009902464839032784,0.007708981858331192,0.24591087364712882,,0.12430417366720006,,0.3675175736270576
MONONA LAKE,0.09722376402505566,0.048917592770129574,0.07351060375155788,0.008251618640700606,0.00838372068427201,1.847811928439624,1.5325438240111764,0.07839408667305732,0.005203936292032595,0.006478874397700257,0.2588050008291266,,0.16078891359231345,,0.3568210880659398
MONONA LAKE,0.025133081369500345,0.02628268816792656,0.054950267816903375,0.009222201485072166,0.004239290882248699,1.8170052862281787,0.556531083254654,0.040250628306481184,0.004337397680381208,0.0031573843433677566,0.24251902166321876,,0.12901636839449154,,0.356021674931946
MONONA LAKE,0.057259373302126486,0.07274685156331966,0.0875974818297745,0.005164254617076355,0.0051478958304401155,0.6861396595596589,1.7686159096392557,0.013269340584394017,0.003622394482376378,0.007626295356818302,0.2596864772751273,,0.16575327716680083,,0.35361967738345373
MONONA LAKE,0.03534954213314011,0.05228460290680739,0.01444205213540007,0.0012436135282977556,0.0025378620825421703,1.4631650074545361,0.7268748827638782,0.05581257030488037,0.007714373885187238,0.0023098629073141706,0.2507762519358636,,0.1480447049760621,,0.3535077988956651
MONONA LAKE,0.05915169799422102,0.09977190808915097,0.01717688350253798,0.009429228887615042,0.012508500154767621,1.329323939389605,1.1468493443868355,0.07972923301080666,0.002295299026813216,0.0035373039098398895,0.25173250519877854,,0.14189900600325006,,0.3615660043943071
MONONA LAKE,0.08495333118698048,0.04457141661166972,0.054192379971767804,0.007283652616575445,0.00671173831858205,1.1414780867669727,1.0522775950153787,0.016485959780080772,0.0029116330704297274,0.00929910273619997,0.25400447162387974,,0.14914918261892515,,0.35885976062883435
MONONA LAKE,0.06414673590718728,0.05611530090284744,0.007799652850211669,0.003706354369292934,0.006977926012683994,1.4909767636744773,0.9568976826507776,0.044787513964067834,0.009676916585598105,0.007298152352303062,0.24530553329405652,,0.12673560823893343,,0.3638754583491796
MONONA LAKE,0.07017708836502765,0.08206982407112087,0.021370249546947467,0.0057290819983453495,0.0008988889239934595,0.8407695644698664,1.7966053617714457,0.040757352765409885,0.009471594177548474,0.0036048914121600134,0.25154073954236555,,0.14281641429717662,,0.3602650647875545
MONONA LAKE,0.04850068109923761,0.03673149528375495,0.03640026149139843,0.0044123071440853295,0.006572979804740159,1.0171052840272234,1.3614780133406539,0.0029434814852527247,0.004446783664928992,0.004728861134692403,0.24719744448034456,,0.1379816363347126,,0.3564132526259765
MONONA LAKE,0.031668259638326174,0.014144597989598988,0.010108328623117585,0.0023678828100347532,0.0015598948494302475,1.7458610794174114,1.9275053665343242,0.030690424342244577,0.005997573313901621,0.004026768130759552,0.22507589374018155,,0.0913261708968164,,0.3588256165835467
MONONA LAKE,0.028827612413384385,0.059657606965925786,0.06581596093233422,0.0017586394119537777,0.01288537651858053,1.2119959614212013,1.6152206242068228,0.045574369180714384,0.0020622648641154115,0.008919653984993246,0.2597180179229169,,0.1664017506010377,,0.353034285244796
MONONA LAKE,0.04560358238856571,0.0286602300010406,0.03978172154086435,0.003804927295452408,0.009200839719793994,0.5636872517066096,0.8013248763475798,0.036438878203897095,0.008853061621794518,0.003097566000450005,0.24716876472592336,,0.13866190785188562,,0.35567562159996113
MONONA LAKE,0.05962754764678695,0.020764631096933585,0.016344919404769412,0.009597767666404883,0.0050838842719674055,1.3744687696394622,1.7541753920099685,0.09537869503992036,0.005387042817650233,0.0039128130941001645,0.24333564258169996,,0.12014055943722224,,0.3665307257261777
MONONA LAKE,0.06594781271124722,0.053759803404050094,0.05062054581153198,0.0032581636633268276,0.006079079811993863,1.8673963250117995,1.3391486308783338,0.0684423300674064,0.004483664712224007,0.0018999308203940714,0.25768653495943766,,0.1604133830415016,,0.3549596868773737
MONONA LAKE,0.005317639643342267,0.01241431893433318,0.06222204802298288,0.005822644394355332,0.0005479634010241551,1.0311570323332708,0.8268328133554769,0.0567104192957163,0.005365556947103,0.004144356539318097,0.248683470299893,,0.14371175608018555,,0.35365518451960043
MONONA LAKE,0.07113663204128184,0.025638148968902576,0.0509630581918742,0.007431153856171329,0.002637973432498995,0.9342408898843585,1.806211403254604,0.0774456914784436,0.007860993860830234,0.00865293077970797,0.24607749881260674,,0.13081163696112635,,0.3613433606640871
MONONA LAKE,0.05795807802796035,0.044954506751769555,0.04045356577734334,0.004768783231794848,0.0011159866124944122,1.240813695988533,1.6051898992038645,0.007977686257821977,0.0071876376415252055,0.0029963693141454675,0.24988340773764542,,0.14320569203703187,,0.35656112343825896
MONONA LAKE,0.0911386549031008,0.09540445496453515,0.07032250190980116,0.003964404000750144,0.00791533830892117,1.269450267769404,1.2488189650309685,0.061745447782398946,0.004015218551455409,0.009810578397784066,0.26153748131180077,,0.16846661623839937,,0.3546083463852022
MONONA LAKE,0.07503505422167367,0.08903865826707309,0.00608786524160293,0.002011982939555717,0.010058821981908184,0.7794931882241568,0.8325942256434535,0.059565689971893106,0.009756259785637874,0.0073334830741994365,0.25512217019666594,,0.14918659780637528,,0.3610577425869566
MONONA LAKE,0.03774588411216093,0.09184991985289828,0.08430658347159636,0.0038720373643277477,0.010476157979441292,1.9365704367691643,0.8451883514883152,0.011275606487485636,0.0018191261962001008,0.002672457277997496,0.26046487914913663,,0.16869281572882422,,0.3522369425694491
MONONA LAKE,0.03204724651878947,0.07825893607811274,0.09957296876734778,0.0020211113076676365,0.006516706540768061,0.6260639321412793,1.9919362329040249,0.07159724098183073,0.0022321947526665223,0.006365001505414523,0.26093096108651725,,0.16972377426851024,,0.3521381479045243
MONONA LAKE,0.030197704176709358,0.09473456974349882,0.019881411822129505,0.0030218198345034987,0.00013643431274314513,1.5975898455475235,0.9481496647937024,0.03856938200480685,0.003247488329635602,0.005846198031175005,0.2544999942751859,,0.1550654617738269,,0.3539345267765449
MONONA LAKE,0.06815722281607044,0.07094575790904668,0.008637389089815484,0.008847727391606578,0.0039040059213833593,0.5703918779225432,0.9355468780866142,0.01179758552255572,0.008498305784566838,0.007573146343539498,0.2504479876920783,,0.12995107724637106,,0.37094489813778553
MONONA LAKE,0.02734373737629789,0.046019460156565946,0.07316993406942505,0.0015215483271622003,0.0012670169823203077,1.7898299010995786,1.464825842417121,0.003725091356452201,0.007799779069454885,0.0033511139395141706,0.25911651493345517,,0.1658114855641711,,0.35242154430273925
MONONA LAKE,0.018651663426496302,0.08121094735414291,0.04890994122401417,0.0042753243765982175,0.0024419263398765233,0.8023223414217096,1.214329842062812,0.026185213545876315,0.006566386603150326,0.00471995667963533,0.2554322205447366,,0.1578450694239371,,0.3530193716655361
MONONA LAKE,0.042041757335373214,0.050366333715196845,0.03896017583521967,0.0015829796322471132,0.0034568641978830156,1.9410398807754343,0.6922741462797333,0.09650797353447826,0.0033177339063437017,0.00519056661176109,0.25639054473841427,,0.15944691485345414,,0.3533341746233744
MONONA LAKE,0.01749388585327697,0.07626154596004364,0.04801930169935131,0.008940526232512227,0.0003596159228375258,0.9860411780402089,1.6531655021002711,0.047243658644997195,0.008668047915944058,0.005044302136797817,0.24602530331743755,,0.1377285616946106,,0.35432204494026454
MONONA LAKE,0.0995855118780701,0.033061486945841226,0.0812050425361066,0.0027513908747141655,0.012137053147906304,0.734246854687515,1.0469648243070147,0.05403227791872716,0.007628344827350265,0.004845835479687258,0.2599010950779309,,0.16444973112909583,,0.35535245902676593
MONONA LAKE,0.011680691070802753,0.08277954179369575,0.07423850525605358,0.0059238132264901695,0.0006329060831044842,1.5443011598437675,0.779413777047065,0.025023356712324047,0.005617968846737631,0.0084618306865055,0.2565718682292951,,0.1609256804269133,,0.35221805603167694
MONONA LAKE,0.04493277409683652,0.03196172239979862,0.007156796014748397,0.0034751164592947653,0.005957441463393375,1.6299799400093566,0.6734535168069691,0.07606084876176666,0.001437768411851328,0.005251376570777367,0.23234811098203717,,0.10220259159446736,,0.36249363036960697
MONONA LAKE,0.009078676952665891,0.08062812314601203,0.0031317541306181765,0.002938095918068856,0.0005013419375283264,1.5141161551361375,0.9644929164868774,0.08201988832684234,0.002657826876212007,0.00225380027758242,0.20199024175455554,,0.04641624608805685,,0.35756423742105425
MONONA LAKE,0.05209271513409908,0.02460265596995216,0.06529277393939159,0.006465787051641843,0.0045395250608566765,1.0401687167337004,0.8527759609773177,0.05741912196410213,0.004270588431797295,0.007938038899180443,0.24768977885835147,,0.13817045772677242,,0.35720909998993056
MONONA LAKE,0.014660225964931141,0.009578374580031933,0.030166280027370974,0.006585983976834085,0.009482621649990522,1.334793845493892,0.6853563280302496,0.06404463607354141,0.001589736401753041,0.00330390605551718,0.22332426707596215,,0.08940252146363312,,0.35724601268829115
MONONA LAKE,0.06054055907675265,0.08370352940497797,0.07761733492511305,0.009192895376916525,0.002715022740741587,1.3834453046075432,0.5361209572272242,0.042650622732527906,0.0028435356618526342,0.008974797015782021,0.2587305981401646,,0.16304303686533997,,0.3544181594149892
