,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.02390236206994118,0.00034056636493924597,0.0006743838527684329,0.0013889044831504908,0.007835995384471477,1.692320894941868,1.0879785780299793,0.04257403242254261,0.01791509802713912,0.004355480453838687,0.00840822924639853,0.009850182471897458,0.004040349247818292,0.22101998754194624,3.1080735527779537,0.4929237108487645,0.1111944301145756,,8.72010251737052
