,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D
PINE LAKE,0.015378977133650738,3.9327780458939254e-05,0.002996038793221509,0.002045033711231548,0.01076763606170401,1.8255750366787284,1.3150579376829379,0.07176131242115975,0.07906305297340205,0.003166051534461076,0.004202293745103241,0.008627647459298742,0.0013347719072455827,0.21340400039859672
