,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D
PIGEON LAKE,0.09582198013474039,0.0023398720830552916,0.004600312566106289,0.7691410327070202,0.0011186911168133392,0.0023016415789494627,0.0034147801525772135,0.7334862746179982,0.9987460393870795,0.9158356736923564,0.016409817993111774,0.08016506725078432,0.005046689790610818,0.0021701285492620754,0.0018601542482821797,0.0027088771087042567,0.07319080932215916
