,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,p_in,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.028757608997992408,0.02864624318023065,0.007608817018547161,0.7189617312383152,0.0068414526757036185,0.0018411140085156023,0.009901388163819103,1.1449971476374083,1.664841754029072,0.709185673117298,0.03996520810859481,0.042779403449326826,0.0013996779649132225,0.0026119115626559316,0.006559286142134276,0.003578851300937269,0.05609498344411949,0.24780195411369849,3.651115782710201,0.5210280706466359,0.11852728356825562,,10.31379199391571
PIGEON LAKE,0.04404010114311682,0.0061627675986661995,0.028932722012599804,0.7542822284667052,0.003966617552590278,0.007005190025671497,0.003339694715087638,1.4569699496982969,0.8277814678810567,0.6057520135319749,0.0662486608071359,0.09294567811092808,0.0022730188971646684,0.004038436563227857,0.008723601598794853,0.00931999715048229,0.145803273571727,0.2857811883636391,6.179228135030461,8.718459608100513,2.356664743778446,,7.462560053212425
PIGEON LAKE,0.09568110036013117,0.09990422203378045,0.02765402644381846,0.7441999707837721,0.002032092343994674,0.008748311033232507,0.007662755273046482,0.4248974054967267,1.6916461519984904,1.44106766601455,0.04556474836175495,0.0038061736339476127,0.009916125725748343,0.009669937958460988,0.008887868983573573,0.004294815683080625,0.020692797153199445,0.028579924278960833,3.435359864177635,0.017390407055551574,0.09509177464942237,,10.19359741082793
PIGEON LAKE,0.07832055035830965,0.06885055972669013,0.0809230983484124,0.7735046324635925,0.009910157139160686,0.009671531243130438,0.010219611917232928,1.7710473959120634,1.0360754362841456,1.9191747130515404,0.002490187415327888,0.07215028301350598,0.005711773792235293,0.009418841511926103,0.0015115744505977396,0.007705071361823465,0.05358393741660794,0.19067103138470393,3.8799929320811857,0.07713537168988198,0.16724457907595447,,11.395598845477721
PIGEON LAKE,0.02356977411325072,0.05488860301719414,0.03811447879889947,0.7915154794303054,0.0011155436924285425,0.009370506743589094,0.007884029493951025,0.7532747467046361,1.679323507720373,0.9797237289296937,0.03518952424574019,0.08566306116132164,0.0029436876406097098,0.006738724706487717,0.007901089105723565,0.0043535913949128615,0.12786038793812401,0.17371541077140443,3.6114631419975183,2.012804634601757,0.5285589318002784,,8.29302585959052
PIGEON LAKE,0.06301305307257626,0.046572469105138896,0.07437705829501749,0.7393116343817637,0.006727967640865295,0.009542448463853924,0.008756625362284436,1.8484170777388682,1.5419028102381236,1.7854762640964468,0.09892536272654338,0.05556969114861549,0.005803075986588778,0.006443117075069549,0.007587592629140813,0.00978564353443984,0.1023652259873653,0.029022355754836374,3.6145335958125835,0.016258705148870504,0.12312443322462524,,10.704217649064255
PIGEON LAKE,0.08542702480898054,0.02250907442773489,0.042502897817663296,0.7568125634544693,0.0019843512404854255,0.0033170693571974593,0.0008888741291661079,0.45456271958155514,1.819742856431057,1.4240200761641484,0.09314495368439885,0.02018985843219143,0.0018690289926061397,0.0019705234411109026,0.0011507749351155555,0.0011032032802631318,0.13853593848872708,0.0912251157735808,3.215327952193233,0.7433572707910374,0.20149985956982439,,8.701126726218837
PIGEON LAKE,0.05791396763553826,0.09143690496157042,0.03999377879195931,0.6554754463013293,0.007682060392909256,0.007736538508476717,0.0014328452553373887,0.5449833557556053,1.617248634826998,1.8707174383909013,0.037321641856598683,0.0047436093746242095,0.0010189348187031304,0.0010787903590314197,0.003003341724802528,0.008690073723740192,0.01260726810872391,0.28148043120714117,3.8218016882981742,0.07693968700950693,0.16734466173722526,,11.22112071614779
PIGEON LAKE,0.007947458824911123,0.041007793854975,0.08672623195121357,0.7470843922422261,0.0010487159787417634,0.004081874083398718,0.00800585958646538,1.8980300360634654,1.224597007809407,1.6879115401358304,0.08904408858748283,0.08672860569365834,0.004497904100684392,0.009024967883232088,0.0018271655493123412,0.002156608282593942,0.05945375640483051,0.15524651160590736,3.8205103053785834,2.2383180964127933,0.6034353192524076,,8.61977750047055
PIGEON LAKE,0.04214041147926643,0.050880732027401065,0.05138592937187302,0.6578241235752457,0.0017317291492277573,0.0023726193322685875,0.007032206070292001,0.4894022879724761,0.8068258141721275,1.0043224380384705,0.04869226524441856,0.08801929580180498,0.006365673764787874,0.002887349996675999,0.006248589492530987,0.006579641241731741,0.10924100260248265,0.19578617195543765,4.068777698667294,3.498554330928857,0.9050477406233708,,7.802731024449652
PIGEON LAKE,0.0695427625816046,0.006835607617333511,0.0240000946679939,0.7689182332764445,0.009075516924071134,0.00536451642546238,0.01025469242830423,0.831859803068686,1.7544367708145807,0.8564220996001914,0.0021720801992826874,0.09440297885936821,0.005623411304756391,0.0024358453023027773,0.008158759544907433,0.003358267426644775,0.031638859744735987,0.08245866012141584,3.7465833822969046,0.029720142494367486,0.1393663974062066,,11.07066360699014
PIGEON LAKE,0.06558938288821066,0.08708581687498218,0.06889192121801102,0.7589371158978577,0.007539748233786779,0.007561748146216592,0.0032714838198475535,0.6234150830977441,1.5933385354927951,1.3434672487559065,0.0672759135166356,0.057224751452582885,0.007229086730891786,0.003425638517499619,0.0017338535354815602,0.008549069241991622,0.11017174835394854,0.14287305070809062,3.669671306560281,0.016618723805779903,0.11663641898946271,,10.8757587768856
PIGEON LAKE,0.051267981413635345,0.026206738413464378,0.0725642377531437,0.7164102046880384,0.006432226686581718,0.003020588566085641,0.006184246881874461,1.7052402620107519,1.7014552952761266,1.842940816721833,0.06692203376535218,0.019354188328353297,0.0026540389749122343,0.00555296994530421,0.003925630647873827,0.002685550203566305,0.07688581210695965,0.0619413616794422,3.575987048336465,0.013348092064600595,0.10642187978051192,,10.608191173164283
PIGEON LAKE,0.047453628314034935,0.06269491448444893,0.02485133717360104,0.6774136280337525,0.006159038203235153,0.009346187328720355,0.00421498050212901,1.662912372198953,0.5239887954410777,1.5479256301977995,0.0624169448760714,0.08950112631785676,0.001563551849974039,0.00844825032152074,0.006207812765083485,0.008937829581585541,0.010412039902750955,0.08576101607831264,3.735056297775868,0.026624963491108527,0.13891841068756436,,11.039625519148931
PIGEON LAKE,0.017334404952430126,0.019757594687539383,0.0010902770661165295,0.7286212987708076,0.007066724594226155,0.0026972848817063445,0.003965599592969951,1.5565358818216144,1.2505372847899556,1.7805625825037903,0.04829302578029348,0.09080420070697579,0.0019082804488360985,0.008153615675505795,0.005378660325574701,0.006107404664058706,0.02429723011807662,0.289893689538619,4.210802284732683,3.709105706680389,0.5906950979875282,,8.332606049530131
PIGEON LAKE,0.025532687458134806,0.04932822651673583,0.04571144819842115,0.7772509542568561,0.0031994617943227202,0.007187554558391419,0.0015666097161335128,1.9061208496963296,1.2882144124306942,1.1728588231648645,0.0721106277866275,0.07873176131742719,0.009563287531830597,0.006522963303579551,0.0069986200429715635,0.004884854297485783,0.09354418571239428,0.04130942159208442,3.4209859727780096,0.032061244561731796,0.09221867295658744,,10.13867800081571
PIGEON LAKE,0.06502447720298636,0.04471442507264572,0.03559617891189369,0.7942064110724023,0.009273924155979437,0.008887829323520974,0.01137115166970323,0.373673592774208,0.8206632725666887,0.55728858330822,0.03234942608814957,0.0464686814331967,0.004517078304855186,0.0027909942545176415,0.0010023678686065952,0.005165566850797679,0.04876104947645239,0.15655208312392216,3.859101193851572,0.05779856548193579,0.156915457263799,,11.362589558808981
PIGEON LAKE,0.014474271112396984,0.027555721679531825,0.014825537981121094,0.7254299188286064,0.003028704100268859,0.005379352762264009,0.009436564504339544,1.6877631149442356,0.936912350988499,1.4912904421158402,0.09517752845632475,0.023954551763839944,0.001077180945030805,0.005822850423968192,0.008195460906976839,0.00775925944222056,0.0010111575600689204,0.23226786446697817,3.6794771753674813,0.38937435963882727,0.1023177747890703,,10.546739391674548
PIGEON LAKE,0.027771275882592858,0.0964958663588318,0.007333257735026154,0.6926527109885264,0.00597344522080232,0.003060938220440556,0.005921675812558037,1.3886624726230126,1.9552342582335842,1.1665659123167407,0.006139357530850209,0.050119244219576704,0.009034750836250865,0.0015591349110899537,0.002695449021639786,0.005274798027295563,0.06813288833347855,0.2658145603100037,3.5036102704508,0.8831115201329075,0.1961783030973569,,9.431540988122137
PIGEON LAKE,0.008980023401848503,0.04175046047455783,0.07671198712371174,0.6603864585809105,0.008133335748321284,0.008270259204534922,0.009961402589941718,1.3309380267593018,1.3929749099890303,0.7133569089885514,0.012289974726516717,0.06353521226998282,0.004957469084213635,0.003830274945974485,0.0015444381717342878,0.006219758652618099,0.030653656490444277,0.22250251445764618,3.8340837716777934,0.07784252432773871,0.16741398243114228,,11.256994808274499
PIGEON LAKE,0.06533334958766114,0.01447604108263656,0.026471602296462643,0.7993580580168432,0.003849698879518015,0.008816566791029436,0.00012090694453810533,1.7527588871551727,1.4756745982630637,0.6437873345129659,0.044790339507814,0.06869974833008965,0.0032102842653184793,0.00928459124978624,0.008913833434238256,0.008406906738293416,0.08953799588976794,0.2174525780919692,4.654246112355154,5.096571373053178,1.3294010781682106,,7.536765885844075
