,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D
MENDOTA LAKE,0.019223908785727863,5.731132477759804e-07,0.04501164921229209,0.0022754213527193348,0.004591026418761144,1.3362117221392575,1.4710152379287342,0.07486259864357148,0.04773154092239076,0.00626115755494695,0.005230291306947696,0.009812551365355533,0.007786403603369312,0.23837223960321202
