,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.01055881055370713,0.06983752387244291,0.06722685574685852,0.7486479446777207,0.006470441058943931,0.008440852305986613,0.009108236348291379,0.4867560430998079,1.42581676840496,1.2948517438111429,0.04661833545074233,0.03189482909378154,0.005340054533105808,0.00494678873485951,0.007762020212716238,0.005171082139583787,0.11630633822603625,1.274538121243082,0.06365480770174008,0.15288135309034775,3.0572804946505384e-05,4.881585751375294
PIGEON LAKE,0.0638928637160119,0.06828119729378473,0.017794800496847445,0.7210132353455941,0.00308343509582326,0.0053617578110049585,0.002696505404945791,0.7622323955974308,0.7538814428638482,1.1136514583296762,0.07153492216455021,0.07012911680486092,0.0030551287017993975,0.0030996279518388714,0.0051382536677559,0.007003748301210086,0.03620746265790794,1.1301861220998255,0.03668541169171284,0.14988117648357724,3.057944015571266e-05,4.334147320783856
PIGEON LAKE,0.07969634409899326,0.08419057740781383,0.03259689631640646,0.6895418930163127,0.001979368997324945,0.001128933235016425,0.005179865873563623,0.20941230134238253,1.9994205605991173,1.3775180346250337,0.08081356755066213,0.040912965847029824,0.003387081891340208,0.00845614587569695,0.0031430372610119044,0.004957521033737707,0.12719762646827754,1.1064443754259574,0.05641768953777395,0.19336791606216985,3.059685435713348e-05,4.175961299249528
PIGEON LAKE,0.0650459945400476,0.03891927726817133,0.03775440495270136,0.7560685790653118,0.009305000180039984,0.009834013777136262,0.0003397509810754429,1.5001389550555404,0.9118791909841724,0.9374064534572369,0.06690718920325597,0.08236453083907966,0.008966949896856844,0.0031623164428544034,0.004236069940599425,0.005044066668563572,0.058760982987669005,1.2945998951051019,0.07664730271678864,0.16754987046475214,2.0596577421305937e-05,4.934181810661445
PIGEON LAKE,0.0639826519908131,0.023072149664265348,0.02242215662309375,0.7699026461364551,0.0031451156294339914,0.0037466554320614532,0.01012134004606923,1.4295448007028804,1.7597778140633737,1.5959533560070303,0.007451646245097393,0.09343330943716907,0.006411668837810986,0.009450316365345823,0.0023561308124748982,0.007332266625297502,0.011069030930131257,1.1656671590088972,0.026338890797129255,0.14379379114533966,3.0510806755479605e-05,4.4925054432863645
PIGEON LAKE,0.03096502452110694,0.001564068171787933,0.02412776821689283,0.7807505374834156,0.009923955432982662,0.00805388741765781,0.006003551769594584,1.2632914772961554,0.9006092850791081,0.9611816444919529,0.0260858460550701,0.0402788116546249,0.006211871231794893,0.00519661355833301,0.008924943791086572,0.004213263099602077,0.1341137116115391,1.1249558767284484,0.0366799674695227,0.1482229251691642,3.055605303792311e-05,4.314890058222069
PIGEON LAKE,0.01801765755958447,0.05469748072881641,0.06508382308122396,0.7552382018901747,0.009523545127304873,0.0017085984628348217,0.002020265717284039,0.8149028799465043,0.8736510458322503,0.7238737348366797,0.009859827235095805,0.0998420995208463,0.0014597292724019238,0.0013613373936955699,0.007802426212706794,0.009700114613910257,0.03516822785561853,1.2887938221889406,0.07801945416782669,0.16757120741776488,2.15229348826839e-05,4.909563104235288
PIGEON LAKE,0.016085930548019094,0.04362913260010876,0.059374916589228534,0.7757825315799853,0.0062752385335580144,0.004547603520706576,0.0047244960364666395,1.7595828196171535,0.7949430353995495,1.4864156090799483,0.06275782953942735,0.004872849525471713,0.005841134702176691,0.002907397324374429,0.005714647523875807,0.0060038187805608895,0.06370589924869761,1.2924633282275768,0.07659175794779724,0.16723588558309196,1.972495882596674e-05,4.926005944420592
PIGEON LAKE,0.04832572338692499,0.07428102910391451,0.08513320114749463,0.7400542821162727,0.004896934168415862,0.0035611639390195644,0.011508919845164351,1.9746326332305764,0.9113258530899555,1.8826659787009523,0.09488958414083273,0.07992600265323481,0.0025067335803349356,0.003718150053475892,0.006941088356323205,0.006115956816166967,0.07635742231239256,1.223124164627746,0.037189765098835204,0.12775075445224454,1.975611152508486e-05,4.727536382848379
PIGEON LAKE,0.07745561041571218,0.09744980538466003,0.008023472895590592,0.754298803347861,0.006591801726513696,0.0010227962628141163,0.0007685492119010387,1.598239474454676,1.8053230547136032,0.7211158513118444,0.07448423280667624,0.06061691909054841,0.005886465701196737,0.004993460188680391,0.007824170926392409,0.00951126686386007,0.02993266711235701,1.130715277006949,0.024308449376798498,0.13235556618374647,3.0591737860020905e-05,4.366166500729391
PIGEON LAKE,0.02269771503438722,0.015452467741438172,0.04633704670287889,0.7584583739732097,0.007159123878600847,0.007711709698613126,0.004806439391453112,1.2973826167582647,1.3522133055191197,1.9952325319417104,0.08206160184072954,0.09329847489034059,0.007153565930566087,0.008849205444683811,0.009870768855229178,0.0076586287799616974,0.023272470662993316,1.2869255255162002,0.07704146564118244,0.16750687572147108,0.0001514630962745179,4.903002297605873
PIGEON LAKE,0.03135265878433065,0.03404606010337968,0.08165792689810156,0.6859657748680598,0.006883581517331786,0.003368321633474303,0.004195465217025344,1.323636026751379,0.920602665143017,0.8178738661532883,0.062222217969955945,0.09287996624088923,0.009913245239093689,0.006891709757108122,0.006011959192008313,0.006221996643147961,0.123681741954733,1.1870807087913606,0.0266966180179507,0.11116441313694665,3.013336294726535e-05,4.610431670647598
PIGEON LAKE,0.025797410449221493,0.0027302700176931177,0.03452641727336919,0.7077450247486641,0.0014424675015685421,0.004241669683117661,0.011698886423009956,0.4533328530481563,0.5744886953123536,0.7003526135191152,0.058364417424654425,0.06018635195529656,0.0011523994063315519,0.00447404439459442,0.009257083734782517,0.00640327124207617,0.0625245055143165,1.1046628883897442,0.07316965192360866,0.22344968795414616,3.0596985252571155e-05,4.12200161669597
PIGEON LAKE,0.03995475374778229,0.09823389801856315,0.031286742291749964,0.7717115046481106,0.00151237808613485,0.002527435538987243,0.0016823528491456815,1.4578188642984486,0.5056686044735355,1.5389977547218034,0.04311986022127294,0.07604018928014869,0.001986208832930514,0.001075138575211347,0.00877865354682777,0.0021607162628664964,0.046498251259774054,1.1156289201794765,0.04850108266232901,0.15830768584462518,3.058273883251808e-05,4.255676329472119
PIGEON LAKE,0.07291724113611864,0.0904585071092165,0.0825948318133771,0.7104857283462102,0.00795267106925834,0.003534384604852701,0.0090576676040214,1.1488070977277658,0.6804484851898674,1.8675838354694672,0.06762790258019763,0.03585209357686282,0.009653803571786418,0.009735894943323643,0.003729721313242486,0.004105292054060593,0.012261374366514685,1.2838340586475965,0.07753862307868076,0.16757125399431738,0.0003539160178645425,4.889872441499524
PIGEON LAKE,0.007110779464610972,0.012555635950341197,0.03610533209206035,0.7468765948714818,0.004868785784203869,0.007195587047441935,0.004264099289770512,0.7461422391434201,1.3733037609489342,1.87220216641228,0.07527573688007697,0.008678787624306544,0.00887624606648325,0.0072176262501856495,0.00962348497705475,0.004112869981174346,0.027224396236603977,1.2824317640639107,0.07364620122683968,0.16724438506102052,4.023352597663625e-05,4.888796236441806
PIGEON LAKE,0.006407121157583073,0.09144114325680663,0.03895650768175585,0.7414173687244225,0.00738059439172856,0.006320839874510908,0.00982039017638223,0.5265687028585193,1.9599437921682825,1.9679684916740308,0.029556761241722466,0.01864649541293898,0.004289300660752893,0.003939955893324186,0.009049306978300026,0.00870189841634278,0.09261166623720964,1.2965870842756557,0.07650127406218074,0.16620599647131726,3.056192365421227e-05,4.943610504645471
PIGEON LAKE,0.027771039510692697,0.03167341571217808,0.044317352154597534,0.7853644209519808,0.008602513257184015,0.008260690873449822,0.006058853066759996,1.0084108980142106,1.3169216581895473,0.6073256894697227,0.03456017423308863,0.0865307974147585,0.008462764765497273,0.007271677096489488,0.00574157772395651,0.0025648036094023485,0.05119379431766992,1.2903210525361923,0.07747705011592655,0.16756527925227488,1.6656987959635126e-05,4.916225223788608
PIGEON LAKE,0.061203442293209356,0.08705715006752748,0.04209435476230759,0.6673267318526177,0.002269865656329486,0.004880466720684964,0.007794635162927807,0.5615726044664264,1.9667431038240344,1.391221385115987,0.016866076661770257,0.08729385095525433,0.004018986321617126,0.00557170239019679,0.0036587506663632724,0.009951543228035691,0.005021092427123036,1.1676554046165624,0.026544501550577155,0.15070944924410187,2.3935642524877176e-05,4.493343732029046
PIGEON LAKE,0.07459994099129165,0.0035779686207252706,0.07862652280670229,0.6917889292890166,0.006473301399779496,0.0016404804698376594,0.0009413050132767902,0.14093846657757414,0.9521594973034921,0.9141130728450466,0.07708945793043676,0.08076786132314856,0.007177378980314698,0.0010326681166456225,0.0011434404998711322,0.002295232299217115,0.12161923849329773,1.1704416773288306,0.014673646174604699,0.11346240761519726,2.770442663792751e-05,4.553602951098883
PIGEON LAKE,0.07536673803972634,0.005205310601888488,0.05235943370239185,0.6845713090958624,0.008646351592143577,0.003232869985811863,0.006970170824159603,0.9170434475033732,1.9555366983320774,1.9243270404975463,0.051966285079393264,0.03621363447266922,0.009048033436881058,0.006936260325265339,0.008140756656088178,0.00578661793749797,0.02947237386508649,1.2900077480214238,0.07601070789412007,0.1672310601227152,9.539470971580696e-05,4.9166938293591445
PIGEON LAKE,0.06173152743431747,0.09317949208363156,0.008939761362555816,0.7282158856023121,0.004597424255368931,0.0013948068119722466,0.012153548993394499,1.1406396399197745,0.7739306917274696,0.5242364503600774,0.03228409234986464,0.024320553791470467,0.009964554388779313,0.009316762131802199,0.007683817901295771,0.008052166248481233,0.04255558318524118,1.1270131349422838,0.023884984754170505,0.12760252536197633,3.0590706725022684e-05,4.356534438946263
PIGEON LAKE,0.05187303830096834,0.04708367411943092,0.04019356020829262,0.6810211140569458,0.008693923385813176,0.005953945926088323,0.0033363871426460205,1.7433688393788698,1.7069770160665243,1.6378948783567608,0.04211605195936571,0.06835306197451221,0.002056146779998379,0.005688597306797877,0.009512079205150164,0.007429237924516407,0.06499341147496838,1.2954892275790373,0.0763618893474992,0.16740101006837285,3.0436750369233547e-05,4.9381635741499075
PIGEON LAKE,0.019465671481322434,0.03761924163030148,0.038467784789438415,0.7230495319450112,0.00906908274012221,0.0032900595947486515,0.0025497556166944315,1.344794450610716,0.7409361308939881,1.8397544461393907,0.09040083964236867,0.07298385135289402,0.0038982946859065686,0.008000734330533724,0.002993502973236897,0.008615723455937299,0.021044558856030425,1.2862869862379371,0.07776068443184801,0.16757109608266066,9.719472554181156e-05,4.8997189697116985
PIGEON LAKE,0.02402560914687727,0.06945674216684193,0.050089783410252324,0.665499129040878,0.004540359841114501,0.008309966522983997,0.007643737244646045,1.6962098152337792,1.3064602936085414,1.4269416486128363,0.08841315961263885,0.007951956840874103,0.006726060144743442,0.004422136084639506,0.007241001984206009,0.0010030751517541708,0.11573085818609558,1.1573457106030334,0.019944140297463324,0.11270624865774766,3.057969932954909e-05,4.496701873757593
PIGEON LAKE,0.05669986062658348,0.06724470689624389,0.05273776743767447,0.7597635005298113,0.002616183984810501,0.0036320097557752985,0.011243428052937909,1.731149107300503,1.46200526566151,1.8033745500675857,0.06921240927503516,0.02138164618435503,0.002243708704032613,0.005092828352755712,0.0015993586843465256,0.005817703228386144,0.02583395455981325,1.1709902579289209,0.022236090089819596,0.1322199887280579,2.236216796008155e-05,4.529482590729846
PIGEON LAKE,0.021890204876811672,0.018036035423197892,0.02378024401684853,0.770810406364945,0.0023886371103779584,0.004201796217654559,0.0057693393696822,0.8607806492029133,0.5429504400980856,1.7608559370497006,0.047256468878153685,0.014552413971729489,0.0037189575154314624,0.008899029323263724,0.0033229305049007,0.0069906641340479565,0.09375302730867174,1.0998102294993073,0.04968234454115267,0.17940749033644715,3.059536124818413e-05,4.170120487758381
PIGEON LAKE,0.07794723881189507,0.021685563670456105,0.0010243512638127145,0.6955271898498011,0.004046582372566464,0.006023733591083571,0.00613920665536222,1.6491530003252508,0.6908355037513525,0.7888659455613443,0.07593017353849076,0.08396770008266886,0.00628054435550459,0.008605511666228425,0.0047583916903352124,0.0052352967188035214,0.07435447433004445,1.123963314294935,0.07438894905762618,0.23343457156928613,3.059929181250658e-05,4.1879991372610155
PIGEON LAKE,0.04495858711409826,0.08160794439393232,0.04053061763157711,0.7647118710719907,0.003801437504412023,0.008886748310070917,0.002513515911515155,0.8719075297813158,1.7048079536268586,1.0312407669432004,0.04140524834224858,0.025513548196768026,0.001881444336922989,0.005814984221978518,0.0019835513907810274,0.0031031284353044224,0.1008659623491458,1.1320918938348865,0.01922219685363769,0.11591816119027953,3.057605383154937e-05,4.393196641241797
PIGEON LAKE,0.035137755753950506,0.07708327021602358,0.018079377944491146,0.6755858648796316,0.004259693550712748,0.00746050426214764,0.009269012789194009,0.2129259436851606,1.122417539597648,1.7683951954973403,0.07478015116276399,0.02886491236659073,0.0038568482046974616,0.001437063431559007,0.009118189033055219,0.007578711283238855,0.08854114558261862,1.1320343930008478,0.022738489792352073,0.13003989931394022,3.0588563874109364e-05,4.375328594333225
PIGEON LAKE,0.09079086886640061,0.06292278853579814,0.08727567149700347,0.7914541630939699,0.005007193191261761,0.007879643476604171,0.003674980451612163,0.4945982883340445,0.7785408014146805,1.5288529455291158,0.08500480673004776,0.06655795758301378,0.009606673009249875,0.004332376463837504,0.007581026813775264,0.007280690971107253,0.020059627839482216,1.284169430915609,0.07588563647966261,0.16716145915184286,0.00016179286826255017,4.893468835162668
PIGEON LAKE,0.029291665499309495,0.08018242727469474,0.03809925368503361,0.7380963893189135,0.005283842918414748,0.0018908735983556432,0.002388859114841251,0.4130087273319343,0.8587989134879979,1.0958019385110203,0.012858133832662676,0.04410433651840442,0.007840499718824851,0.008670645454370716,0.002059101791888533,0.0027425945063819647,0.03975732557835148,1.2874430295283301,0.07673264841133699,0.16740514015577854,2.3461923034901416e-05,4.90561086762317
PIGEON LAKE,0.06986196237503922,0.06566968030428613,0.08780825431686515,0.6583044305035072,0.008171321579540106,0.003207931220117315,0.00872215659123731,1.2529396048001944,1.2579354625584451,0.6232907843578437,0.06860527333891461,0.012388302898483673,0.0080851709715288,0.007951414755249964,0.007952469023105887,0.0058979882475879795,0.13329773614357188,1.256807102889164,0.05423425552567061,0.14265751859625622,3.056755351314552e-05,4.830306069881217
