,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D
PIGEON LAKE,0.008972009463184487,4.4763973451864e-05,0.053007344840066445,0.0011818757602962528,0.004184713193727075,1.487300318652927,0.8462557627650393,0.038934590903966844,0.0351742444011947,0.008491576691198679,0.00807843491533598,0.008911064907137525,0.006551336357694653,0.21213026331021234
