,B_0,A_0,D_0,e_BD,alpha_B,alpha_D,alpha_Y,tau_B,tau_D,tau_Y,a_A,a_D,sigma_A,sigma_D,x_A,x_D,n_D,p_in,NormM,MSE,MSEM,MSEB,MSEP,MSEO
PIGEON LAKE,0.035484127235988906,0.06472736035120506,0.06480287759913575,0.6710064502472816,0.0013850460816517461,0.0018205348795941587,0.0007445667604611128,1.317734687794856,1.0528629035216484,0.7395666845449361,0.056204006274578874,0.03914377025946053,0.008465739786262135,0.0033949777107548334,0.002950388502306129,0.005483518101572243,0.0014075762332993597,0.273905110374628,0.2021358229757258,0.02546568053545884,,0.02546568053545884,,
