,B_0,A_0,D_0,alpha_D,alpha_Y,tau_D,tau_Y,a_A,sigma_A,x_A
MENDOTA LAKE,0.04168612158241837,0.04066703608621698,8.884650083102602e-05,0.006907172376125589,0.003175757919695958,1.1737371251348745,0.5732737901145291,0.07231492442495648,0.003892201149078181,0.004016699763817014
